Character,Strokes,Composition,Character1,Strokes1,Verification1,Character2,Strokes2,Verification2,Cangjie,Radical
甝,13.0,吅,虎,8.0,,甘,5.0,,YUTM,甘
甞,13.0,吕,尚,8.0,,甘,5.0,,FBRTM,甘
生,5.0,吕,牛,4.0,,一,1.0,,HQM,*
甠,9.0,吅,日,4.0,,生,5.0,,AHQM,生
甡,10.0,吅,生,5.0,,*,5.0,,HMHQM,生
產,11.0,吕,产,6.0,*,生,5.0,,YKMHM,生
産,11.0,吕,产,6.0,,生,5.0,,YHHQM,生
甤,12.0,吅,豕,7.0,,生,5.0,,MOHQM,生
甥,12.0,吅,生,5.0,,男,7.0,,HMWKS,生
甦,12.0,吅,更,7.0,?,生,5.0,,MKHQM,生
甧,14.0,咒,生,5.0,,月,4.0,,HMB,生
用,5.0,+,月,4.0,,丨,1.0,,BQ,*
甩,5.0,+,月,4.0,?,乚,1.0,,BQU,用
甪,6.0,吕,丿,1.0,,用,5.0,,HBQ,用
甫,7.0,一,甫,7.0,,*,0.0,,IJB,用
甬,7.0,吕,龴,2.0,,用,5.0,,NIBQ,用
甭,9.0,吕,不,4.0,,用,5.0,,MFBQ,用
甮,9.0,吕,勿,4.0,,用,5.0,,PHBQ,用
甯,12.0,吕,宓,7.0,?,用,5.0,,JPBQ,用
田,5.0,一,田,5.0,,*,0.0,,W,*
由,5.0,+,曰,4.0,?,丨,1.0,,LW,田
甲,5.0,+,曰,4.0,?,丨,1.0,,WL,田
申,5.0,+,曰,4.0,?,丨,1.0,,LWL,田
甴,5.0,+,土,4.0,,凵,1.0,,LWLM,田
电,5.0,+,曰,4.0,?,乚,1.0,,LWU,田
甶,6.0,+,田,5.0,,丶,1.0,,HW,田
男,7.0,吕,田,5.0,,力,2.0,,WKS,田
甸,7.0,回,勹,2.0,,田,5.0,,PW,田
甹,7.0,吕,由,5.0,,丂,2.0,,LWMVS,田
町,7.0,吅,田,5.0,,丁,2.0,,WMN,田
画,8.0,吕,一由,6.0,?,凵,2.0,,MUW,田
甼,7.0,吕,田,5.0,,丁,2.0,,WMN,田
甽,8.0,吅,田,5.0,,川,3.0,,WLLL,田
甾,8.0,吕,巛,3.0,,田,5.0,,VVW,田
甿,8.0,吅,田,5.0,,亡,3.0,,WYV,田
畀,8.0,吕,田,5.0,,丌,3.0,,WML,田
畁,8.0,吕,由,5.0,,丌,3.0,,LWML,田
畂,8.0,吅,田,5.0,,久,3.0,,WNO,田
畃,8.0,吅,申,5.0,,勺,3.0,,LLPI,田
畄,8.0,吕,小,3.0,,田,5.0,,FW,田
畅,8.0,吅,申,5.0,,𠃓,3.0,,LLNSH,田
畆,9.0,吅,亩,7.0,,厶,2.0,,YWI,田
畇,9.0,吅,田,5.0,,匀,4.0,,WPMM,田
畈,9.0,吅,田,5.0,,反,4.0,,WHE,田
畉,9.0,吅,田,5.0,,夫,4.0,,WQO,田
畊,9.0,吅,田,5.0,,井,4.0,,WTT,田
畋,9.0,吅,田,5.0,,攵,4.0,,WOK,田
界,9.0,吕,田,5.0,,介,4.0,,WOLL,田
畍,9.0,吅,田,5.0,,介,4.0,,WOLL,田
畎,9.0,吅,田,5.0,,犬,4.0,,WIK,田
畏,9.0,吕,田,5.0,,氏,4.0,,WMV,田
畐,9.0,吕,𠮛,4.0,?,田,5.0,,MRW,田
畑,9.0,吅,火,4.0,,田,5.0,,FW,田
畒,9.0,吅,亩,7.0,,人,2.0,,YWO,田
畓,9.0,吕,水,4.0,,田,5.0,,EW,田
畔,10.0,吅,田,5.0,,半,5.0,,WFQ,田
畕,10.0,吕,田,5.0,,*,5.0,,WW,田
畖,10.0,吅,田,5.0,,瓜,5.0,,WHVO,田
畗,10.0,吕,亠口,5.0,?,田,5.0,,YRW,田
畘,10.0,吅,田,5.0,,冉,5.0,,WGB,田
留,10.0,吕,卯,5.0,?,田,5.0,,HHW,田
畚,10.0,吕,厶,2.0,,奋,8.0,,IKW,田
畛,10.0,吅,田,5.0,,㐱,5.0,,WOHH,田
畜,10.0,吕,玄,5.0,,田,5.0,,YVIW,田
畝,10.0,吅,亩,7.0,,久,3.0,,YWNO,田
畞,10.0,+,十,7.0,,畂,3.0,,JWNO,田
畟,10.0,吕,田,5.0,?,儿夂,5.0,?,WCHE,田
畠,10.0,吕,白,5.0,,田,5.0,,HAW,田
畡,11.0,吅,田,5.0,,亥,6.0,,WYVO,田
畢,11.0,一,畢,11.0,,*,0.0,,WTJ,田
畣,11.0,吕,合,6.0,,田,5.0,,ORW,田
畤,11.0,吅,田,5.0,,寺,6.0,,WGDI,田
略,11.0,吅,田,5.0,,各,6.0,,WHER,田
畦,11.0,吅,田,5.0,,圭,6.0,,WGG,田
畧,11.0,吕,田,5.0,,各,6.0,,WHER,田
畨,11.0,吕,米,6.0,,田,5.0,,FDW,田
畩,11.0,吅,田,5.0,,衣,6.0,,WYHV,田
番,12.0,吕,釆,7.0,,田,5.0,,HDW,田
畫,12.0,吕,聿,6.0,,田一,6.0,?,LGWM,田
畬,12.0,吕,余,7.0,,田,5.0,,OMDW,田
畭,12.0,吅,田,5.0,,余,7.0,,WOMD,田
畮,12.0,吅,田,5.0,,每,7.0,,WOWY,田
畯,12.0,吅,田,5.0,,夋,7.0,,WICE,田
異,11.0,吕,田,5.0,,共,6.0,,WTC,田
畱,12.0,吕,丣,7.0,,田,5.0,,MLLW,田
畲,12.0,吕,佘,7.0,,田,5.0,,OMMW,田
畳,12.0,冖,田,5.0,,且,5.0,,WBBM,田
畴,12.0,吅,田,5.0,,寿,7.0,,WQKI,田
畵,13.0,吕,聿,6.0,,田凵,7.0,?,LGUW,田
當,13.0,吕,尚,8.0,,田,5.0,,FBRW,田
畷,13.0,吅,田,5.0,,叕,8.0,,WEEE,田
畸,13.0,吅,田,5.0,,奇,8.0,,WKMR,田
畹,13.0,吅,田,5.0,,宛,8.0,,WJNU,田
畺,13.0,+,三,3.0,,畕,10.0,,MWMM,田
畻,14.0,吅,田,5.0,,关土,9.0,?,WFQG,田
畼,14.0,吅,田,5.0,,昜,9.0,,WAMH,田
畽,14.0,吅,田,5.0,,重,9.0,,WHJG,田
畾,15.0,品,田,5.0,,*,10.0,,WWW,田
畿,15.0,吕,幺戈幺,10.0,?,田,5.0,,VIW,田
疀,16.0,吅,甾,8.0,,疌,8.0,,VWJLO,田
疁,16.0,吅,田,5.0,,翏,11.0,,WSMH,田
疂,16.0,冖,界?,9.0,?,且,5.0,,WIOM,田
疃,18.0,吅,田,5.0,,童,13.0,,WYTG,田
疄,17.0,吅,田,5.0,,粦,12.0,,WFDQ,田
疅,18.0,吅,田,5.0,,畺,13.0,,WMWM,田
疆,19.0,吅,弓土,6.0,?,畺,13.0,,NGMWM,田
疇,19.0,吅,田,5.0,,壽,14.0,,WGNI,田
疈,20.0,弼,畐,9.0,,刂,2.0,,MWILW,田
疉,22.0,吕,畾,15.0,,宐,7.0,,WWWM,田
疊,22.0,冖,畾,15.0,,且,5.0,,WWWM,田
𤰔,6.0,+,一,1.0,?,由,5.0,?,?,田
疋,5.0,一,疋,5.0,,*,0.0,,NYO,*
疌,8.0,+,肀*,3.0,?,疋,5.0,,JLYO,疋
疍,10.0,吕,疋,5.0,,旦,5.0,,NYOM,疋
疎,12.0,吅,疋,5.0,,束,7.0,,NMDL,疋
疏,12.0,吅,疋,5.0,,㐬,7.0,,NMYIU,疋
疐,14.0,冖,十,2.0,,田疋,10.0,?,JBWNO,疋
疑,14.0,吅,𠤕,7.0,?,又*疋,7.0,?,PKNIO,疋
疒,5.0,吅,冫,2.0,,广,3.0,,IIM,*
疓,7.0,吕,疒,5.0,,乃,2.0,,KNHS,疒
疔,7.0,吕,疒,5.0,,丁,2.0,,KMN,疒
疕,7.0,吕,疒,5.0,,匕,2.0,,KP,疒
疖,7.0,吕,疒,5.0,,卩,2.0,,KSL,疒
疗,7.0,吕,疒,5.0,,了,2.0,,KNN,疒
疘,8.0,吕,疒,5.0,,工,3.0,,KM,疒
疙,8.0,吕,疒,5.0,,乞,3.0,,KON,疒
疚,8.0,吕,疒,5.0,,久,3.0,,KNO,疒
疛,8.0,吕,疒,5.0,,寸,3.0,,KDI,疒
疜,8.0,吕,疒,5.0,,下,3.0,,KMY,疒
疝,8.0,吕,疒,5.0,,山,3.0,,KU,疒
疞,8.0,吕,疒,5.0,,亏,3.0,,KMMS,疒
疟,8.0,吕,疒,5.0,,匚一,3.0,?,KSM,疒
疠,8.0,吕,疒,5.0,,万,3.0,,KMS,疒
疡,9.0,吕,疒,5.0,,𠃓,4.0,,KNSH,疒
疢,9.0,吕,疒,5.0,,火,4.0,,KF,疒
疣,9.0,吕,疒,5.0,,尤,4.0,,KIKU,疒
疤,9.0,吕,疒,5.0,,巴,4.0,,KAU,疒
疥,9.0,吕,疒,5.0,,介,4.0,,KOLL,疒
疦,9.0,吕,疒,5.0,,夬,4.0,,KDK,疒
疧,9.0,吕,疒,5.0,,氏,4.0,,KHVP,疒
疨,9.0,吕,疒,5.0,,牙,4.0,,KMVH,疒
疩,9.0,吕,疒,5.0,,卆,4.0,,KKNJ,疒
疪,9.0,吕,疒,5.0,,比,4.0,,KPP,疒
疫,9.0,吕,疒,5.0,,殳,4.0,,KHNE,疒
疬,9.0,吕,疒,5.0,,历,4.0,,KMKS,疒
疭,9.0,吕,疒,5.0,,从,4.0,,KOO,疒
疮,9.0,吕,疒,5.0,,仓,4.0,,KOSU,疒
疯,9.0,吕,疒,5.0,,风,4.0,,KHNK,疒
疰,10.0,吕,疒,5.0,,主,5.0,,KYG,疒
疱,10.0,吕,疒,5.0,,包,5.0,,KPRU,疒
疲,10.0,吕,疒,5.0,,皮,5.0,,KDHE,疒
疳,10.0,吕,疒,5.0,,甘,5.0,,KTM,疒
疴,10.0,吕,疒,5.0,,可,5.0,,KMNR,疒
疵,11.0,吕,疒,5.0,,此,6.0,,KYMP,疒
疶,9.0,吕,疒,5.0,,世,4.0,,KPT,疒
疷,10.0,吕,疒,5.0,,氐,5.0,,KHPM,疒
疸,10.0,吕,疒,5.0,,旦,5.0,,KAM,疒
疹,10.0,吕,疒,5.0,,㐱,5.0,,KOHH,疒
疺,9.0,吕,疒,5.0,,乏,4.0,,KHIO,疒
疻,10.0,吕,疒,5.0,,只,5.0,,KRC,疒
疼,10.0,吕,疒,5.0,,冬,5.0,,KHEY,疒
疽,10.0,吕,疒,5.0,,且,5.0,,KBM,疒
疾,10.0,吕,疒,5.0,,矢,5.0,,KOK,疒
疿,10.0,吕,疒,5.0,,弗,5.0,,KLLN,疒
痀,10.0,吕,疒,5.0,,句,5.0,,KPR,疒
痁,10.0,吕,疒,5.0,,占,5.0,,KYR,疒
痂,10.0,吕,疒,5.0,,加,5.0,,KKSR,疒
痃,10.0,吕,疒,5.0,,玄,5.0,,KYVI,疒
痄,10.0,吕,疒,5.0,,乍,5.0,,KOS,疒
病,10.0,吕,疒,5.0,,丙,5.0,,KMOB,疒
痆,10.0,吕,疒,5.0,,尼,5.0,,KSP,疒
症,10.0,吕,疒,5.0,,正,5.0,,KMYM,疒
痈,10.0,吕,疒,5.0,,用,5.0,,KBQ,疒
痉,10.0,吕,疒,5.0,,𢀖,5.0,,KNOM,疒
痊,11.0,吕,疒,5.0,,全,6.0,,KOMG,疒
痋,11.0,吕,疒,5.0,,虫,6.0,,KLMI,疒
痌,11.0,吕,疒,5.0,,同,6.0,,KBMR,疒
痍,11.0,吕,疒,5.0,,夷,6.0,,KKN,疒
痎,11.0,吕,疒,5.0,,亥,6.0,,KYVO,疒
痏,11.0,吕,疒,5.0,,有,6.0,,KKB,疒
痐,11.0,吕,疒,5.0,,回,6.0,,KWR,疒
痑,11.0,吕,疒,5.0,,多,6.0,,KNIN,疒
痒,11.0,吕,疒,5.0,,羊,6.0,,KTQ,疒
痓,11.0,吕,疒,5.0,,至,6.0,,KMIG,疒
痔,11.0,吕,疒,5.0,,寺,6.0,,KGDI,疒
痕,11.0,吕,疒,5.0,,艮,6.0,,KAV,疒
痖,11.0,吕,疒,5.0,,亚,6.0,,KMTC,疒
痗,12.0,吕,疒,5.0,,每,7.0,,KOWY,疒
痘,12.0,吕,疒,5.0,,豆,7.0,,KMRT,疒
痙,12.0,吕,疒,5.0,,巠,7.0,,KMVM,疒
痚,12.0,吕,疒,5.0,,孝,7.0,,KJKD,疒
痛,12.0,吕,疒,5.0,,甬,7.0,,KNIB,疒
痜,12.0,吕,疒,5.0,,秃,7.0,,KHDN,疒
痝,12.0,吕,疒,5.0,,尨,7.0,,KIUH,疒
痞,12.0,吕,疒,5.0,,否,7.0,,KMFR,疒
痟,12.0,吕,疒,5.0,,肖,7.0,,KFB,疒
痠,12.0,吕,疒,5.0,,夋,7.0,,KICE,疒
痡,12.0,吕,疒,5.0,,甫,7.0,,KIJB,疒
痢,12.0,吕,疒,5.0,,利,7.0,,KHDN,疒
痣,12.0,吕,疒,5.0,,志,7.0,,KGP,疒
痤,12.0,吕,疒,5.0,,坐,7.0,,KOOG,疒
痥,12.0,吕,疒,5.0,,兌,7.0,,KCRU,疒
痦,12.0,吕,疒,5.0,,吾,7.0,,KMMR,疒
痧,12.0,吕,疒,5.0,,沙,7.0,,KEFH,疒
痨,12.0,吕,疒,5.0,,劳,7.0,,KTBS,疒
痩,12.0,吕,疒,5.0,,申又,7.0,?,KLWE,疒
痪,12.0,吕,疒,5.0,,奂,7.0,,KNBK,疒
痫,12.0,吕,疒,5.0,,闲,7.0,,KLSD,疒
痬,13.0,吕,疒,5.0,,易,8.0,,KAPH,疒
痭,13.0,吕,疒,5.0,,朋,8.0,,KBB,疒
痮,13.0,吕,疒,5.0,,長,8.0,,KSMV,疒
痯,13.0,吕,疒,5.0,,官,8.0,,KJRR,疒
痰,13.0,吕,疒,5.0,,炎,8.0,,KFF,疒
痱,13.0,吕,疒,5.0,,非,8.0,,KLMY,疒
痲,13.0,吕,疒,5.0,,𣏟,8.0,,KJCC,疒
痳,13.0,吕,疒,5.0,,林,8.0,,KDD,疒
痴,13.0,吕,疒,5.0,,知,8.0,,KOKR,疒
痵,13.0,吕,疒,5.0,,季,8.0,,KHDD,疒
痶,13.0,吕,疒,5.0,,典,8.0,,KTBC,疒
痷,13.0,吕,疒,5.0,,奄,8.0,,KKLU,疒
痸,13.0,吕,疒,5.0,,制,8.0,,KHBN,疒
痹,13.0,吕,疒,5.0,,畀,8.0,,KWML,疒
痺,13.0,吕,疒,5.0,,卑,8.0,,KHWJ,疒
痻,13.0,吕,疒,5.0,,昏,8.0,,KHPA,疒
痼,13.0,吕,疒,5.0,,固,8.0,,KWJR,疒
痽,13.0,吕,疒,5.0,,隹,8.0,,KOG,疒
痾,13.0,吕,疒,5.0,,阿,8.0,,KNLR,疒
痿,13.0,吕,疒,5.0,,委,8.0,,KHDV,疒
瘀,13.0,吕,疒,5.0,,於,8.0,,KYSY,疒
瘁,13.0,吕,疒,5.0,,卒,8.0,,KYOJ,疒
瘂,13.0,吕,疒,5.0,,亞,8.0,,KMLM,疒
瘃,13.0,吕,疒,5.0,,豖,8.0,,KMSO,疒
瘄,13.0,吕,疒,5.0,,昔,8.0,,KTA,疒
瘅,13.0,吕,疒,5.0,,单,8.0,,KCWJ,疒
瘆,13.0,吕,疒,5.0,,参,8.0,,KIKH,疒
瘇,14.0,吕,疒,5.0,,重,9.0,,KHJG,疒
瘈,14.0,吕,疒,5.0,,契,9.0,,KQHK,疒
瘉,14.0,吕,疒,5.0,,兪,9.0,,KOMN,疒
瘊,14.0,吕,疒,5.0,,侯,9.0,,KONK,疒
瘋,14.0,吕,疒,5.0,,風,9.0,,KHNI,疒
瘌,14.0,吕,疒,5.0,,剌,9.0,,KDLN,疒
瘍,14.0,吕,疒,5.0,,昜,9.0,,KAMH,疒
瘎,14.0,吕,疒,5.0,,甚,9.0,,KTMV,疒
瘏,13.0,吕,疒,5.0,,者,8.0,,KJKA,疒
瘐,13.0,吕,疒,5.0,,臾,8.0,,KHXO,疒
瘑,14.0,吕,疒,5.0,,咼,9.0,,KBBR,疒
瘒,14.0,吕,疒,5.0,,軍,9.0,,KBJJ,疒
瘓,14.0,吕,疒,5.0,,奐,9.0,,KNBK,疒
瘔,13.0,吕,疒,5.0,,苦,8.0,,KTJR,疒
瘕,14.0,吕,疒,5.0,,叚,9.0,,KRSE,疒
瘖,14.0,吕,疒,5.0,,音,9.0,,KYTA,疒
瘗,14.0,吕,疒,5.0,,夹土,9.0,?,KKTG,疒
瘘,14.0,吕,疒,5.0,,娄,9.0,,KFDV,疒
瘙,15.0,吕,疒,5.0,,蚤,10.0,,KEII,疒
瘚,15.0,吕,疒,5.0,,欮,10.0,,KTUO,疒
瘛,15.0,吕,疒,5.0,,恝,10.0,,KQHP,疒
瘜,15.0,吕,疒,5.0,,息,10.0,,KHUP,疒
瘝,15.0,吕,疒,5.0,,眔,10.0,,KWLE,疒
瘞,15.0,吕,㾜,12.0,,土,3.0,?,KKOG,疒
瘟,15.0,吕,疒,5.0,,𥁕,10.0,,KWOT,疒
瘠,15.0,吕,疒,5.0,,脊,10.0,,KFCB,疒
瘡,15.0,吕,疒,5.0,,倉,10.0,,KOIR,疒
瘢,15.0,吕,疒,5.0,,般,10.0,,KHYE,疒
瘣,15.0,吕,疒,5.0,,鬼,10.0,,KHUI,疒
瘤,15.0,吕,疒,5.0,,留,10.0,,KHHW,疒
瘥,15.0,吕,疒,5.0,,差,10.0,,KTQM,疒
瘦,14.0,吕,疒,5.0,,叟,9.0,,KHXE,疒
瘧,14.0,吕,疒,5.0,,虐,9.0,,KYPM,疒
瘨,15.0,吕,疒,5.0,,真,10.0,,KJBC,疒
瘩,14.0,吕,疒,5.0,,荅,9.0,,KTOR,疒
瘪,15.0,吕,疒,5.0,,自仑,10.0,?,KHUP,疒
瘫,15.0,吕,疒,5.0,,难,10.0,,KEOG,疒
瘬,16.0,吕,疒,5.0,,張,11.0,,KNSV,疒
瘭,16.0,吕,疒,5.0,,票,11.0,,KMWF,疒
瘮,16.0,吕,疒,5.0,,參,11.0,,KIIH,疒
瘯,16.0,吕,疒,5.0,,族,11.0,,KYSK,疒
瘰,16.0,吕,疒,5.0,,累,11.0,,KWVF,疒
瘱,16.0,吕,㾜,12.0,,心,4.0,,KKOP,疒
瘲,16.0,吕,疒,5.0,,從,11.0,,KHOO,疒
瘳,16.0,吕,疒,5.0,,翏,11.0,,KSMH,疒
瘴,16.0,吕,疒,5.0,,章,11.0,,KYTJ,疒
瘵,16.0,吕,疒,5.0,,祭,11.0,,KBOF,疒
瘶,16.0,吕,疒,5.0,,欶,11.0,,KDLO,疒
瘷,16.0,吕,疒,5.0,,敕,11.0,,KDLK,疒
瘸,16.0,吕,疒,5.0,,𦙲,11.0,,KKRB,疒
瘹,16.0,吕,疒,5.0,,釣,11.0,,KCPI,疒
瘺,16.0,吕,疒,5.0,,屚,11.0,,KSMB,疒
瘻,16.0,吕,疒,5.0,,婁,11.0,,KLLV,疒
瘼,15.0,吕,疒,5.0,,莫,10.0,,KTAK,疒
瘽,16.0,吕,疒,5.0,,堇,11.0,,KTLM,疒
瘾,17.0,吕,疒,5.0,,隐,12.0,,KNLP,疒
瘿,16.0,吕,疒,5.0,,婴,11.0,,KBOV,疒
癀,16.0,吕,疒,5.0,,黄,11.0,,KTLC,疒
癁,17.0,吕,疒,5.0,,復,12.0,,KHOE,疒
療,17.0,吕,疒,5.0,,尞,12.0,,KKCF,疒
癃,17.0,吕,疒,5.0,,隆,12.0,,KNLM,疒
癄,17.0,吕,疒,5.0,,焦,12.0,,KOGF,疒
癅,17.0,吕,疒,5.0,,畱,12.0,,KMLW,疒
癆,17.0,吕,疒,5.0,,勞,12.0,,KFFS,疒
癇,17.0,吕,疒,5.0,,閒,12.0,,KANB,疒
癈,17.0,吕,疒,5.0,,發,12.0,,KNOE,疒
癉,17.0,吕,疒,5.0,,單,12.0,,KRRJ,疒
癊,16.0,吕,疒,5.0,,陰,11.0,,KNLI,疒
癋,17.0,吕,疒,5.0,,惡,12.0,,KMMP,疒
癌,17.0,吕,疒,5.0,,嵒,12.0,,KRRU,疒
癍,17.0,吕,疒,5.0,,斑,12.0,,KMGG,疒
癎,17.0,吕,疒,5.0,,間,12.0,,KANA,疒
癏,18.0,吕,疒,5.0,,睘,13.0,,KWLV,疒
癐,18.0,吕,疒,5.0,,會,13.0,,KOMA,疒
癑,18.0,吕,疒,5.0,,農,13.0,,KTWV,疒
癒,18.0,吕,疒,5.0,,愈,13.0,,KOMP,疒
癓,18.0,吕,疒,5.0,,微,13.0,,KHOK,疒
癔,18.0,吕,疒,5.0,,意,13.0,,KYTP,疒
癕,18.0,吕,疒,5.0,,雍,13.0,,KYVG,疒
癖,18.0,吕,疒,5.0,,辟,13.0,,KSRJ,疒
癗,18.0,吕,疒,5.0,,雷,13.0,,KMBW,疒
癘,17.0,吕,疒,5.0,,萬,12.0,,KTWB,疒
癙,18.0,吕,疒,5.0,,鼠,13.0,,KHXV,疒
癚,18.0,吕,疒,5.0,,詹,13.0,,KNCR,疒
癛,18.0,吕,疒,5.0,,稟,13.0,,KYWD,疒
癜,18.0,吕,疒,5.0,,殿,13.0,,KSCE,疒
癝,18.0,吕,疒,5.0,,禀,13.0,,KYWF,疒
癞,18.0,吕,疒,5.0,,赖,13.0,,KDLO,疒
癟,19.0,吕,疒,5.0,,自亼冊,14.0,?,KHUB,疒
癠,19.0,吕,疒,5.0,,齊,14.0,,KYX,疒
癡,19.0,吕,疒,5.0,,疑,14.0,,KPKO,疒
癢,18.0,吕,疒,5.0,,飬,13.0,,KTOV,疒
癣,19.0,吕,疒,5.0,,鲜,14.0,,KNMQ,疒
癤,19.0,吕,疒,5.0,,節,14.0,,KHAL,疒
癥,20.0,吕,疒,5.0,,徵,15.0,,KHOK,疒
癦,20.0,吕,疒,5.0,,墨,15.0,,KWGG,疒
癧,21.0,吕,疒,5.0,,歷,16.0,,KMHM,疒
癨,21.0,吕,疒,5.0,,霍,16.0,,KMBG,疒
癩,21.0,吕,疒,5.0,,賴,16.0,,KDLC,疒
癪,21.0,吕,疒,5.0,,積,16.0,,KHDC,疒
癫,21.0,吕,疒,5.0,,颠,16.0,,KJCO,疒
癬,22.0,吕,疒,5.0,,鮮,17.0,,KNFQ,疒
癭,22.0,吕,疒,5.0,,嬰,17.0,,KBCV,疒
癮,22.0,吕,疒,5.0,,隱,17.0,,KNLP,疒
癯,23.0,吕,疒,5.0,,瞿,18.0,,KBUG,疒
癰,23.0,吕,疒,5.0,,雝,18.0,,KVUG,疒
癱,24.0,吕,疒,5.0,,難,19.0,,KTOG,疒
癲,24.0,吕,疒,5.0,,顛,19.0,,KJCC,疒
癳,26.0,吕,疒,5.0,,纍,21.0,,KWWF,疒
癴,28.0,吕,𤼙,24.0,,手,4.0,,KVFQ,疒
癵,30.0,吕,𤼙,24.0,,肉,6.0,,KVFB,疒
癶,5.0,一,癶,5.0,,*,0.0,,NIYO,*
癷,8.0,吕,癶,5.0,,干,3.0,,NOMJ,癶
癸,9.0,吕,癶,5.0,,天,4.0,,NOMK,癶
癹,9.0,吕,癶,5.0,,殳,4.0,,NOHNE,癶
発,9.0,吕,癶,5.0,,井?,4.0,?,NOMKP,癶
登,12.0,吕,癶,5.0,,豆,7.0,,NOMRT,癶
發,12.0,吕,癶,5.0,,弓殳,7.0,?,NONHE,癶
白,5.0,+,日,4.0,,丶,1.0,,HA,*
百,6.0,+,一,1.0,,白,5.0,,MA,白
癿,6.0,吅,白,5.0,,乚,1.0,,HAU,白
皀,7.0,吕,白,5.0,,匕,2.0,,HAP,白
皁,7.0,吕,白,5.0,,十,2.0,,HAJ,白
皂,7.0,吕,白,5.0,,七,2.0,,HAP,白
皃,7.0,吕,白,5.0,,儿,2.0,,HAHU,白
的,8.0,吅,白,5.0,,勺,3.0,,HAPI,白
皅,9.0,吅,白,5.0,,巴,4.0,,HAAU,白
皆,9.0,吕,比,4.0,,白,5.0,,PPHA,白
皇,9.0,吕,白,5.0,,王,4.0,,HAMG,白
皈,9.0,吅,白,5.0,,反,4.0,,HAHE,白
皉,11.0,吅,白,5.0,,此,6.0,,HAYMP,白
皊,10.0,吅,白,5.0,,令,5.0,,HAOII,白
皋,10.0,吕,白,5.0,,夲,5.0,,HAKJ,白
皌,10.0,吅,白,5.0,,末,5.0,,HADJ,白
皍,10.0,吕,白,5.0,,𠨐,5.0,,HAPSL,白
皎,11.0,吅,白,5.0,,交,6.0,,HAYCK,白
皏,11.0,吅,白,5.0,,并,6.0,,HATT,白
皐,11.0,吕,白,5.0,,夲*,6.0,?,HAEJ,白
皑,11.0,吅,白,5.0,,岂,6.0,,HAUSU,白
皒,12.0,吅,白,5.0,,我,7.0,,HAHQI,白
皓,12.0,吅,白,5.0,,告,7.0,,HAHGR,白
皔,12.0,吅,白,5.0,,旱,7.0,,HAAMJ,白
皕,12.0,吅,百,6.0,,*,6.0,,MAMA,白
皖,12.0,吅,白,5.0,,完,7.0,,HAJMU,白
皗,13.0,吅,白,5.0,,周,8.0,,HABGR,白
皘,13.0,吅,白,5.0,,青,8.0,,HAQMB,白
皙,13.0,吕,析,8.0,,白,5.0,,DLHA,白
皚,15.0,吅,白,5.0,,豈,10.0,,HAUMT,白
皛,15.0,品,白,5.0,,*,10.0,,HAHAA,白
皜,15.0,吅,白,5.0,,高,10.0,,HAYRB,白
皝,15.0,吅,皇,9.0,,光,6.0,,HGFMU,白
皞,15.0,吅,白,5.0,,皋,10.0,,HAHAJ,白
皟,16.0,吅,白,5.0,,責,11.0,,HAQMC,白
皠,16.0,吅,白,5.0,,崔,11.0,,HAUOG,白
皡,16.0,吅,白,5.0,,皐,11.0,,HAHAJ,白
皢,17.0,吅,白,5.0,,堯,12.0,,HAGGU,白
皣,15.0,吅,白,5.0,,華,10.0,,HATMJ,白
皤,17.0,吅,白,5.0,,番,12.0,,HAHDW,白
皥,17.0,吅,白,5.0,,臯,12.0,,HAHUJ,白
皦,18.0,吅,白,5.0,,敫,13.0,,HAHSK,白
皧,18.0,吅,白,5.0,,愛,13.0,,HABBE,白
皨,18.0,吕,皛,15.0,,土,3.0,,HAHAG,白
皩,19.0,吅,皇,9.0,,晃,10.0,,HGAFU,白
皪,20.0,吅,白,5.0,,樂,15.0,,HAVID,白
皫,20.0,吅,白,5.0,,麃,15.0,,HAIPF,白
皬,21.0,吅,白,5.0,,霍,16.0,,HAMBG,白
皭,23.0,吅,白,5.0,,爵,18.0,,HABWI,白
皮,5.0,一,皮,5.0,,*,0.0,,DHE,*
皯,8.0,吅,皮,5.0,,干,3.0,,DEMJ,皮
皰,10.0,吅,皮,5.0,,包,5.0,,DEPRU,皮
皱,10.0,吅,刍,5.0,,皮,5.0,,NSDHE,皮
皲,11.0,吅,军,6.0,,皮,5.0,,BQDHE,皮
皳,12.0,吅,求,7.0,,皮,5.0,,IEDHE,皮
皴,12.0,吅,夋,7.0,,皮,5.0,,IEDHE,皮
皵,13.0,吅,昔,8.0,,皮,5.0,,TADHE,皮
皶,14.0,吅,查,9.0,,皮,5.0,,DMDHE,皮
皷,14.0,吅,壴,9.0,,皮,5.0,,GTDHE,皮
皸,14.0,吅,軍,9.0,,皮,5.0,,BJDHE,皮
皹,14.0,吅,皮,5.0,,軍,9.0,,DEBJJ,皮
皺,15.0,吅,芻,10.0,,皮,5.0,,PUDHE,皮
皻,16.0,吅,虘,11.0,,皮,5.0,,YMDHE,皮
皼,17.0,吅,壹,12.0,,皮,5.0,,GTDHE,皮
皽,18.0,吅,亶,13.0,,皮,5.0,,YMDHE,皮
皾,20.0,吅,賣,15.0,,皮,5.0,,GCDHE,皮
皿,5.0,一,皿,5.0,,*,0.0,,BT,*
盀,7.0,吕,卜,2.0,,皿,5.0,,YBT,皿
